"created","favoriteCount","favorited","id","isRetweet","latitude","longitude","replyToSID","replyToSN","replyToUID","retweetCount","retweeted","screenName","statusSource","text","truncated"
"2017-11-09",0,FALSE,"928678931636482048",TRUE,NA,NA,NA,NA,NA,88,FALSE,"vivekaryaagra","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @aajtak: <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+0940> <U+0938><U+093E><U+0932><U+0917><U+093F><U+0930><U+0939> <U+092A><U+0930> <U+092F><U+093E><U+0926><U+0935> <U+092A><U+0930><U+093F><U+0935><U+093E><U+0930> <U+092E><U+0947><U+0902> <U+0926><U+094B> <U+092B><U+093E><U+0921><U+093C>, <U+0905><U+0916><U+093F><U+0932><U+0947><U+0936> <U+0928><U+0947> <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+094B> <U+0928><U+0915><U+093E><U+0930><U+093E>, <U+0905><U+092A><U+0930><U+094D><U+0923><U+093E> <U+0928><U+0947> <U+0915><U+0940> <U+0924><U+093E><U+0930><U+0940><U+092B>.
https://t.co/MHZwSUKrN0",FALSE
"2017-11-09",0,FALSE,"928678930483212288",TRUE,NA,NA,NA,NA,NA,2,FALSE,"manishdubey_BJP","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @manojsirsa: #Demonetisation Survey on NMAPP - 81% of participants gove with an approval rating of 4.6 out of 5 for the decision https:/…",FALSE
"2017-11-09",0,FALSE,"928678675981012992",TRUE,NA,NA,NA,NA,NA,2,FALSE,"digantahazarika","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @srirambjp: @Amit Shah takes on Rahul over tweet on note ban. https://t.co/uu01aKC3qz",FALSE
"2017-11-09",1,FALSE,"928678657060634624",FALSE,NA,NA,NA,NA,NA,0,FALSE,"ManojGoelBJP","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","No Proof Required: #Demonetisation and its contents
 https://t.co/Ys5Gbmv2dN

via NMApp https://t.co/kWnx7aFPIz",FALSE
"2017-11-09",0,FALSE,"928678531529302016",TRUE,NA,NA,NA,NA,NA,11,FALSE,"BhaktHunter19","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RealQueenSimran: Would you mind saying sorry for note ban: Prakash Raj to PM Modi
https://t.co/V7Bgapk8oA",FALSE
"2017-11-09",0,FALSE,"928678457822756864",TRUE,NA,NA,NA,NA,NA,68,FALSE,"CaffeAddicZ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @OfficeOfRSP: As per a Resurgent India report, the Rs 20 trillion Human Trafficking racket exploiting girls &amp; women, which thrived on ca…",FALSE
"2017-11-09",0,FALSE,"928678280231710720",FALSE,NA,NA,NA,NA,NA,0,FALSE,"mskaulgud","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Demonitisation
World wide where GST was implemented, initial inflation has been set in. It's seen that it's taken… https://t.co/G5HN0Ax405",TRUE
"2017-11-09",0,FALSE,"928677967839993856",FALSE,NA,NA,"928677487541809152","wdamidoinhere","87126078",0,FALSE,"SGavalibhosale","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@wdamidoinhere @kaykay2506 @abpnewstv 100 days already over.
Every time new issue.
Note Ban
Still govt is not able to convinced people.",FALSE
"2017-11-09",0,FALSE,"928677737673478144",TRUE,NA,NA,NA,NA,NA,2,FALSE,"shailesh505","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ETPolitics: Par panel quizzes FinMin officials on note ban impact 
https://t.co/uMshEJ5xmN",FALSE
"2017-11-09",0,FALSE,"928677589522161664",TRUE,NA,NA,NA,NA,NA,1,FALSE,"TarunBedi14","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NiteshSingh707: Big victory in fight against J&amp;K terror funding; NIA seizes Rs 36.34 cr of demonetised notes on note ban anniversary.
h…",FALSE
